match_id,year,stage,home_team,away_team,home_score,away_score,t1_xg,t2_xg,t1_xga,t2_xga,t1_pos,t2_pos,t1_ppda,t2_ppda,t1_press,t2_press,t1_xg_per_shot,t2_xg_per_shot,result,xG_diff,xGA_diff,pos_diff,ppda_diff,press_diff,xg_quality_diff
3857275,2022,Group Stage,Tunisia,France,1,0,0.298346986,0.47698937399999997,0.47698937399999997,0.298346986,38.15937149270482,61.84062850729517,4.558620689655172,2.934959349593496,110,94,0.059669397199999995,0.047698937399999995,1,-0.17864238799999999,-0.17864238799999999,-23.68125701459035,-1.6236613400616764,16,0.0119704598
3857261,2022,Group Stage,Wales,England,0,3,0.208009498,2.91548517,2.91548517,0.208009498,38.43137254901961,61.568627450980394,3.888888888888889,3.65625,136,74,0.029715642571428568,0.16197139833333335,0,-2.707475672,-2.707475672,-23.13725490196078,-0.23263888888888884,62,-0.1322557557619048
3857290,2022,Group Stage,Switzerland,Cameroon,1,0,1.426544536,0.6130733495,0.6130733495,1.426544536,50.79144682032769,49.208553179672315,3.352201257861635,3.137142857142857,143,145,0.20379207657142856,0.0766341686875,1,0.8134711864999999,0.8134711864999999,1.582893640655378,-0.21505840071877813,-2,0.12715790788392856
3857298,2022,Group Stage,Portugal,Ghana,3,2,2.096873393,0.7800233097,0.7800233097,2.096873393,58.079186730872124,41.920813269127876,3.32,3.9583333333333335,110,140,0.19062485390909092,0.08666925663333333,1,1.3168500833,1.3168500833,16.158373461744247,0.6383333333333336,-30,0.1039555972757576
3857285,2022,Group Stage,Senegal,Netherlands,0,2,0.6914927064999999,1.1238838,1.1238838,0.6914927064999999,48.96265560165975,51.037344398340245,3.6641791044776117,3.3076923076923075,112,104,0.04609951376666666,0.11238838,0,-0.43239109350000005,-0.43239109350000005,-2.0746887966804977,-0.35648679678530426,8,-0.06628886623333333
3857297,2022,Group Stage,Poland,Saudi Arabia,2,0,1.7341724849999998,1.971976484,1.971976484,1.7341724849999998,37.78888194878201,62.21111805121799,4.409090909090909,2.3241379310344827,103,123,0.19268583166666664,0.11599861670588235,1,-0.23780399900000027,-0.23780399900000027,-24.422236102435974,-2.0849529780564264,-20,0.07668721496078429
3857294,2022,Group Stage,Netherlands,Qatar,2,0,1.7139532729999998,0.143716575,0.143716575,1.7139532729999998,61.33147761540246,38.668522384597544,3.0955414012738856,5.473684210526316,137,127,0.13184255946153844,0.028743315000000002,1,1.5702366979999998,1.5702366979999998,22.66295523080492,2.3781428092524304,10,0.10309924446153844
3857266,2022,Group Stage,France,Denmark,2,1,1.9335694290000003,0.8885438419999999,0.8885438419999999,1.9335694290000003,49.72748507656372,50.27251492343628,3.965034965034965,3.5526315789473686,109,127,0.09207473471428573,0.0888543842,1,1.0450255870000005,1.0450255870000005,-0.5450298468725663,-0.4124033860875964,-18,0.003220350514285736
3857284,2022,Group Stage,Germany,Japan,1,2,2.7680194209999995,1.249259581,1.249259581,2.7680194209999995,68.49609900457358,31.50390099542642,2.625,3.720720720720721,86,184,0.10646228542307691,0.10410496508333333,0,1.5187598399999995,1.5187598399999995,36.99219800914716,1.095720720720721,-98,0.0023573203397435766
3857301,2022,Group Stage,Qatar,Senegal,1,3,0.9600861730000001,0.9029646219999999,0.9029646219999999,0.9600861730000001,46.192893401015226,53.80710659898477,3.125714285714286,2.878980891719745,149,137,0.09600861730000002,0.07524705183333333,0,0.05712155100000016,0.05712155100000016,-7.614213197969541,-0.24673339399454086,12,0.020761565466666687
